player_name,position,height_inches,weight_lbs,college,draft_year,years_in_college,games,minutes_per_game,points,rebounds,assists,steals,blocks,turnovers,fg_percent,3_fg_percent,free_throw_percent,effective_fg_percent,player_efficiency_rating,win_shares
Michael Zernich,School: Pitt,,,,1953,3,,,,,,,,,,,,,,
_ Zerwas,School: New Mexico,,,,1980,1,,,,,,,,,,,,,,
Peter Zestermann,Forward,,,,2011,3,15.0,1.6,0.3,0.7,0.0,0.0,0.0,0.1,20.0,,25.0,20.0,,-0.1
_ Zetz,School: Colgate,,,,1966,1,,,,,,,,,,,,,,
Al Zetzsche,Forward,75.0,190.0,DePaul,1969,3,73.0,,13.5,6.0,,,,,45.5,,78.8,,,
Phil Zevenbergen,Forward,82.0,230.0,Washington,1987,2,66.0,24.6,10.1,6.2,0.7,0.5,0.5,1.8,50.1,,72.1,,,
Max Zhang,Center,87.0,221.0,University of California,2010,2,42.0,10.6,2.5,1.7,0.1,0.1,1.2,0.4,64.4,,50.0,64.4,,1.8
Alex Zhao,Forward,78.0,220.0,Penn State,2017,1,4.0,1.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-8.7,0.0
Andrew Zidar,Center,80.0,203.0,Colgate,2004,3,100.0,,8.6,5.3,1.5,0.8,0.3,,45.3,32.5,64.3,48.8,,5.7
George Zidek,Center,84.0,250.0,UCLA,1994,3,104.0,16.9,7.1,4.2,0.4,0.3,0.4,1.1,52.0,25.0,74.4,52.2,,
Malte Ziegenhagen,Guard,77.0,205.0,Tulane,2012,1,19.0,8.3,1.7,0.4,0.4,0.1,0.1,0.2,29.7,27.3,50.0,41.9,4.1,0.2
Jerry Ziegenhorn,Guard,72.0,183.0,New Mexico State,1960,1,11.0,,2.4,0.9,,,,,37.5,,66.7,,,
_ Ziegenhorn,School: New Mexico State,,,,1961,1,5.0,,1.4,2.4,,,,,33.3,,25.0,,,
Bob Ziegler,Guard,75.0,190.0,Iowa State,1966,3,73.0,,12.7,4.9,,,,,49.1,,70.6,,,
Don Ziegler,Guard,74.0,188.0,Iowa State,1967,3,64.0,,1.8,1.0,,,,,27.6,,68.2,,,
Fritz Ziegler,Forward,77.0,196.0,Saint Louis,1970,3,61.0,,7.2,6.0,,,,,38.1,,67.0,,,
Karl Ziegler,Forward,77.0,215.0,Longwood,2014,2,65.0,26.3,9.5,3.9,1.1,0.6,0.1,1.7,49.9,12.5,75.2,50.0,13.6,2.0
Lonnie Ziegler,Center,78.0,198.0,LSU,1966,1,13.0,,1.1,0.5,,,,,63.6,,,,,
M Ziegler,School: Minnesota,,,,1978,1,,,,,,,,,,,,,,
Rick Ziegler,Guard,74.0,188.0,Western Michigan,1984,1,14.0,,1.4,0.8,0.4,0.2,0.0,,36.0,,33.3,,,
Ron Ziegler,School: Hardin-Simmons,,,,1965,2,35.0,,5.7,5.7,,,,,38.0,,65.7,,,
Todd Ziegler,Forward,79.0,201.0,Western Kentucky,1989,2,40.0,7.3,2.0,1.8,,0.3,0.1,0.5,50.0,40.0,52.8,51.7,,
