player_name,position,height(inches),weight(lbs),high_school,college,draft_year,years_in_college,games,minutes_per_game,points,rebounds,assists,steals,blocks,turnovers,fg_percent,3_fg_percent,free_throw_percent,effective_fg_percent,player_efficiency_rating,win_shares
Jeremy Ingram,Guard,75.0,190,,Wake Forest and East Carolina,2007,3,57.0,,6.4,2.2,1.0,0.9,0.1,,36.4,33.9,68.8,47.8,,1.9
Jeremy Ingram,Guard,75.0,175,East Mecklenburg,North Carolina Central,2012,2,112.0,4.1,13.6,3.1,1.1,0.5,1.8,2.3,43.2,36.6,76.9,51.2,19.7,14.1
Jeremy Ingram,Guard,61.0,180,,Alabama A&M,2012,1,22.0,12.0,5.5,1.1,0.7,0.5,0.2,0.9,34.4,35.8,58.8,43.8,12.4,0.3
Jordan Ingram,Forward,79.0,201,,Fairleigh Dickinson,2007,4,90.0,,1.6,2.2,0.2,0.1,0.4,,48.5,47.1,76.9,52.5,,2.3
Julius Ingram,Forward,78.0,210,,Southern,2010,4,110.0,22.7,6.9,3.2,0.6,0.4,0.3,1.6,53.4,26.7,62.8,54.1,,3.6
Justin Ingram,Guard,74.0,188,,Toledo,2007,4,123.0,,12.1,3.7,3.1,1.8,0.2,,39.6,33.8,81.6,48.3,,10.1
Keyon Ingram,,,,,Ohio,2003,1,2.0,,0.5,0.5,0.0,0.0,0.0,,,,50.0,,,0.0
Kyle Ingram,Guard,76.0,193,,Fairleigh Dickinson,2007,1,3.0,,2.7,1.0,0.3,0.0,0.0,,50.0,0.0,50.0,50.0,,0.0
Kyle Ingram,Forward,80.0,220,,Idaho State,2016,1,31.0,20.5,6.0,4.6,1.1,0.3,1.1,1.2,53.0,100.0,60.9,53.4,14.3,1.4
Lawrence Ingram,Forward,77.0,196,,Murray State,1983,1,17.0,,0.6,0.6,0.2,,,,41.7,,,,,
Marquel Ingram,Guard,74.0,200,Pershing HS,Bethune-Cookman,2017,2,28.0,12.4,2.9,1.6,0.8,0.3,0.0,1.0,32.5,29.8,88.9,41.6,6.1,0.1
Maurice Ingram,Center,80.0,203,,Coastal Carolina,1997,3,77.0,,12.5,8.8,1.0,0.7,0.4,,50.9,0.0,54.0,50.9,,
Michael Ingram,Center,80.0,203,,Iowa,1990,3,,,,,,0.9,0.5,,,,,,,
Michael Ingram,Forward,80.0,203,,Missouri,1987,1,20.0,,4.3,3.4,1.3,0.7,0.3,,59.6,,61.0,59.6,,
