player_name,position,height(inches),weight(lbs),high_school,college,draft_year,years_in_college,games,minutes_per_game,points,rebounds,assists,steals,blocks,turnovers,fg_percent,3_fg_percent,free_throw_percent,effective_fg_percent,player_efficiency_rating,win_shares
Matt O'Connor,,,,,Manhattan,1986,1,19,,1.4,1.7,0.2,0.1,0.1,,36.4,,52.4,,,
Matt O'Connor,Guard,72,183,,Holy Cross,1965,3,,,,,,,,,,,,,,
Michael O'Connor,Guard,74,188,,Auburn,2005,1,7,,0.4,0.1,0,0,0,,25,33.3,,37.5,,0
Patrick O'Connor,Forward,,,,Florida,1999,2,11,,0.4,0.7,,0,0,,,,100,,,
Pete O'Connor,Guard,75,190,,Holy Cross,1963,3,,,,,,,,,,,,,,
Richard O'Connor,Forward,76,193,,Duke,1972,2,47,,13.7,5,1.9,,,,43.6,,73.3,,,
Richie O'Connor,Forward,77,196,,Fairfield,1974,1,26,,17.3,5.6,1.3,,,,50.3,,77.5,,,
Tom O'Connor,Center,84,213,,Iowa State,1973,2,45,,6.8,5,,,,,51.8,,58.8,,,
Tom O'Connor,Forward,75,190,,Loyola (IL),1960,3,57,,4.5,4.4,,,,,31.6,,82.4,,,
_ O'Connor,,,,,Dartmouth,1986,1,,,,,,,,,,,,,,
_ O'Connor,,,,,Iona,1975,1,,,,,,,,,,,,,,
Rob O'Conor,Guard,73,185,,Penn State,1978,3,37,,4,1.6,,,,,46.7,,59.4,,,
Curt O'Daniel,Center,,,,Auburn,1965,3,,,,,,,,,,,,,,
Noah O'Daniel,Forward,78,198,,UT-Martin and Central Connecticut,1996,2,38,,5.6,2.9,0.9,0.4,0.1,,41.1,19.2,75.4,43.8,,
Ethan O'Day,Forward,81,201,Edwin O. Smith/Northfield Mount Hermon,Vermont,2016,4,127,24.4,9.7,4.8,0.8,0.7,1.7,1.4,55.3,0,64.3,55.3,20.7,12.1
Jim O'Dea,Forward,78,198,,Drake,1969,3,24,,1.2,1.2,,,,,32.6,,,,,
Pete O'Dea,Center,77,196,,St. Peter's,1968,3,75,,18.6,11.4,,,,,51.2,,59.7,,,
Thomas O'Dea,,,,,Niagara,1964,2,13,,0.5,,,,,,50,,,,,
Tom O'Dea,Forward-Guard,75,190,,Georgetown,1962,3,29,,2.8,0.6,,,,,44.2,,,,,
Jon O'Dell,Guard,,,,Weber State,1964,1,24,,8.6,4,,,,,45.6,,78.4,,,
Lyle O'Dell,,,,,Creighton,1956,1,17,,12.8,7.4,,,,,44.5,,62.2,,,
Mike O'Dell,,,,,Memphis,1968,3,59,,4.3,4.5,,,,,41.4,,52.5,,,
Robert O'Dell,,,,,Creighton,1955,1,18,,11.8,,,,,,,,61.5,,,
Alec O'Doherty,Forward,77,196,,Columbia,1987,1,12,,2.5,1.2,0.3,0.1,0.2,,30,,75,30,,
Shane O'Doherty,Center,73,211,,Cal State Northridge,1995,2,53,,3.8,3.4,0.7,0.5,0.8,,46.8,16.7,68.3,47.1,,
Bill O'Donald,,,,,Arizona,1957,3,66,,5.1,3,,,,,38.7,,77,,,
Ben O'Donnell,Guard,69,175,,Florida State and UCF,2010,2,19,2.1,0.3,0.1,0.2,0,0,0.1,40,33.3,,50,,0
Bud O'Donnell,Forward,75,190,,Georgetown,1964,3,36,,2.8,2.1,,,,,33.1,,48,,,
Buddy O'Donnell,Guard,72,183,,Fairleigh Dickinson,1980,1,25,,1.4,0.4,2,,,,42.9,,71.4,,,
Charles O'Donnell,Guard,75,190,,Drexel,1973,1,13,,1,,,,,,37.5,,70,,,
Charlie O'Donnell,Guard,76,193,,Drexel,1974,1,9,,0.8,0.6,,,,,14.3,,71.4,,,
Drew O'Donnell,Forward,,,,Army,1985,4,101,23.5,6.8,2.5,1,0.4,0.1,1.9,44.3,,64.7,,,
Jack O'Donnell,,,,,La Salle,1951,1,,,,,,,,,,,,,,
James O'Donnell,Guard,61,180,,Monmouth,1983,1,26,,2.1,1.2,,,,,48.4,,55.6,,,
Jim O'Donnell,Forward,75,190,,Portland,1959,1,27,,5.9,5.3,,,,,37.6,,68.6,,,
Jim O'Donnell,Forward,75,190,,Auburn,1956,4,86,,11.9,7,,,,,38.3,,69.2,,,
John O'Donnell,Forward,79,201,,UNC,1974,3,85,,5,1.6,1.5,,,,53.6,,58.3,,,
Len O'Donnell,Forward,78,198,,Delaware,1985,4,68,,5.4,3.1,0.9,0.3,0.1,,47.9,,,,,
Michael O'Donnell,Forward,78,188,Leo,Southern Miss,2016,2,44,14.1,3.2,1.9,0.5,0.3,0.2,0.8,41.8,40.9,51.9,52.9,7.7,0.5
Mike O'Donnell,Guard,74,188,,Colgate,1999,2,38,,1.4,1,0.1,0.2,0,,27,24,79.2,31.7,,-0.1
Mike O'Donnell,Guard,72,183,,North Carolina State and UCF,2008,4,119,,8.2,2,3,1.6,0.1,1.6,39.5,38.8,77.3,52.9,,8
Pat O'Donnell,Guard,61,178,,Fordham,1960,3,,,,,,,,,,,,,,
Phil O'Donnell,Guard,73,185,,Fairleigh Dickinson,1979,3,62,,2.7,1.3,,,,,48.5,,72.2,,,
Thomas O'Donnell,,,,,Seton Hall,1972,2,,,,,,,,,,,,,,
Tom O'Donnell,Forward,79,201,,Furman,1991,4,76,,2.8,2,0.2,0.2,0.1,,44.9,33.3,63.9,47.3,,
Terrance O'Donohue,Forward,79,240,Norcross,College of Charleston,2017,4,86,10.1,2.1,1.8,0.1,0.3,0.2,0.6,43.7,39.1,58.6,46.7,8.5,1.4
Bill O'Dowd,Center,84,213,,Creighton,1991,4,75,,0.9,1.3,,0.2,0.2,,39.7,,,,,
Dick O'Driscoll,,,,,St. Joseph's,1949,1,4,,2.2,,,,,,13.3,,25,,,
John O'Dwyer,Center,79,201,,Colgate,1980,2,41,,2,2.8,,,,,42.5,,64.5,,,
Maurice O'Field,Guard,77,210,John Jay HS (OH),Arizona State,2017,2,33,5.9,0.6,0.7,0.2,0.1,0,0.2,32.1,10,50,33.9,2.4,0
James O'Flaherty,Guard,61,178,,Houston Baptist,1977,4,95,,5.6,1.1,,,,,40.4,,63.9,,,
George O'Garro,Forward,78,198,,Navy,2005,3,49,,6.4,4,0.6,0.9,0.4,,43.7,20.7,64.1,44.8,,1.7
Tyrone O'Garro,Forward,78,210,St. Peter's Prep,Monmouth and Fairleigh Dickinson,2017,4,105,12.5,3.1,4.1,0.7,0.5,0.4,0.8,48.9,0,44.4,48.9,9.2,2.4
Paul O'Gorek,Center,80,203,,Pitt,1972,3,70,,9.9,7.8,,,,,46.8,,69.5,,,
Chris O'Gorman,,,,,Iona,1984,1,12,,0.3,1,0.1,,,,20,,40,,,
Chris O'Gorman,Guard,73,185,,New Mexico,1989,1,5,,,,0.2,,,,,,,,,
Ted O'Gorman,Forward,81,206,,Iona,1981,1,23,,7.3,4.7,,,,,52.5,,71.9,,,
Ted O'Gorman,Center,81,206,,William & Mary,1978,2,55,,5.8,4.4,,,,,47,,69.1,,,
Frank O'Grady,Forward,75,190,,Loyola (IL),1950,2,58,,4.5,,,,,,,,44.8,,,
Frank O'Grady,Forward,75,190,,Loyola (IL),1949,1,30,,2.4,,,,,,30.4,,37.5,,,
Mike O'Grady,Guard-Forward,75,190,,St. Bonaventure,1975,3,,,,,,,,,,,,,,
_ O'Haire,,,,,Manhattan,1953,1,1,,,,,,,,,,,,,
Jim O'Halloran,Forward,61,178,,Notre Dame,1949,2,48,,8.2,,,,,,34.6,,66.7,,,
Tom O'Halloran,Guard,73,185,,Loyola (IL),1977,1,19,,1.6,1.1,,,,,35.3,,75,,,
Tom O'Halloran,Guard,73,185,,Loyola (IL),1976,1,7,,0.9,0.6,,,,,28.6,,100,,,
_ O'Halloran,,,,,St. Joseph's,1948,1,,,,,,,,,,,,,,
Fran O'Hanlon,Guard,72,183,,Villanova,1970,3,81,,8.5,2.6,,,,,41.7,,74.3,,,
Fran O'Hara,,,,,St. John's (NY),1963,3,,,,,,,,,,,,,,
Francis O'Hara,,,,,La Salle,1954,3,88,,6.1,2.2,,,,,36.5,,69.1,,,
Hugh O'Hara,,,,,St. Bonaventure,1951,1,10,,1.6,,,,,,21.4,,57.1,,,
John O'Hara,,,,,Boston College,1954,3,69,,7.9,,,,,,,,,,,
Mike O'Hara,Guard,77,196,,Lehigh,1991,4,104,,9.9,2,1.6,1.1,0.1,,41.2,37.8,72.4,51.1,,
Ryan O'Hara,,,,,Arizona,2004,1,6,,0,0.2,0,0,0,,0,,,0,,0
Scott O'Hara,Guard,75,190,,Saint Mary's (CA),2004,2,22,,2.1,0.7,0.2,0.1,0,,33.3,31.4,85.7,45.6,,0.2
Tom O'Hara,Guard,75,190,,Rider,1983,4,111,,11.5,3.3,2.3,1.6,0.2,,45.2,,70.9,,,
_ O'Hara,,,,,Brown,1984,1,5,4,1.2,1.4,,0.6,,0.4,28.6,,66.7,,,
Joe O'Hare,,,,,Seton Hall,1953,3,66,,2.1,,,,,,32.4,,49.1,,,
Mike O'Hare,Guard,72,183,,Saint Francis (PA),1983,2,17,,,0.5,0.4,0.8,,,,,,,,
Bernie O'Keefe,Forward,76,193,,Duquesne,1975,2,23,,4.2,4,,,,,46.8,,47.4,,,
H O'Keefe,,,,,Canisius,1948,1,,,,,,,,,,,,,,
Jim O'Keefe,Center,76,193,,Loyola Marymount,1965,3,56,,7,4.4,,,,,37.6,,66.3,,,
John O'Keefe,Forward,76,193,,Iowa State,1960,2,4,,,,,,,,,,,,,
John O'Keefe,,,,,Alabama,1957,1,21,,5,6.6,,,,,34,,50,,,
Kevin O'Keefe,Guard,74,188,,Manhattan,1995,3,24,,0.4,0.2,0.1,0,0,,14.3,10,,16.7,,
Mike O'Keefe,Forward,78,198,,Kent State,1978,1,22,,2.1,1.6,,,,,40,,25,,,
Mike O'Keefe,Guard,61,178,,Boise State,1975,1,3,,2.3,0.3,,,,,42.9,,33.3,,,
Pat O'Keefe,,,,,Marquette,1956,1,15,,2.5,0.4,,,,,32.3,,85.7,,,
Pat O'keefe,,,,,Marquette,1955,2,49,,8.1,1.3,,,,,28.9,,75.5,,,
Regis O'Keefe,Guard,72,183,,Yale,1981,3,77,,6,1.2,0.8,,,,46.7,,78.8,,,
Sean O'Keefe,Guard,75,190,,Army,2004,3,55,,7.8,3.3,2.3,1.3,0.3,,37.5,34.6,80.2,48,,1.9
T O'Keefe,,,,,Canisius,1948,1,,,,,,,,,,,,,,
Tom O'Keefe,Forward,73,185,,Georgetown,1950,3,,,,,,,,,,,,,,
Herschel O'Kelley,,,,,SMU,1958,1,8,,0.2,0.1,,,,,,,100,,,
Herschel O'Kelley,,,,,SMU,1957,2,,,,,,,,,,,,,,
Robert O'Kelley,Guard,73,185,,Wake Forest,2001,4,127,,14.8,2,2,0.7,0,,39.5,36,72.1,48.8,,10.1
Terrance O'Kelley,Forward,79,201,,Long Beach State,1995,3,85,,8.7,5.2,1,0.5,1.3,,48.1,37.2,68.1,53.1,,
Terrance O'Kelley,Forward,79,201,,Long Beach State,1992,1,1,,1,2,,,,,,,50,,,
Mike O'Koren,Forward,79,207,,UNC,1978,2,117,5.5,15.1,7,3,0.3,,2.8,57.2,,72.6,,,
Mike O'Koren,Forward,80,203,,UNC,1980,4,117,,15.1,7,,,,,57.2,,72.6,,,
Aaron O'Leary,Guard,,,,Xavier,1998,1,1,,0,0,0,0,0,,,,,,,0
Bill O'Leary,,,,,UConn,1957,1,17,,3.6,2.8,,,,,32.8,,88,,,
Bill O'LEARY,,,,,UConn,1956,1,22,,1.8,,,,,,,,,,,
Dan O'Leary,Forward,79,201,,Tulsa,1977,1,27,,16.9,7,,,,,53.9,,76.9,,,
Dan O'Leary,Forward,80,203,,Tulsa,1976,3,64,,10,5.2,,,,,52.4,,70.4,,,
